Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Transaction_Hour
T0055,2024-04-17,C2474,Coffee Machine,867.0,130.23186429200612,creditcard,pending,2024,4,17,2,0
T0069,2021-03-03,C1757,Headphones,5.0,750.9838518199657,creditcard,completed,2021,3,3,2,0
T0071,2022-11-15,C1381,Laptop,9.0,54.39805739923827,cash,unknown,2022,11,15,1,0
T0073,2021-04-10,C1319,Headp,9.0,54.39805739923827,cash,pending,2021,4,10,5,0
T0074,2025-01-16,C4509,Laptop,7.0,54.39805739923827,paypal,pending,2025,1,16,3,0
T0081,2023-02-28,C3687,Smartphone,8.0,845.0306396233873,paypal,completed,2023,2,28,1,0
T0087,2020-08-10,C703,Laptop,8.0,600.2502425594328,cash,completed,2020,8,10,0,0
T0093,2024-12-31,C3843,Tablet,973.0,784.0773703024178,creditcard,unknown,2024,12,31,1,0
T0103,2022-12-04,C327,Tablet,10.0,963.4581062931452,paypal,completed,2022,12,4,6,0
T0107,2022-08-24,C4233,Laptop,2.0,54.39805739923827,creditcard,completed,2022,8,24,2,0
T0108,2020-12-24,C4889,Smart,399.0,54.39805739923827,creditcard,completed,2020,12,24,3,0
T0112,2024-09-06,C4249,Laptop,723.0,90.34728588175324,creditcard,failed,2024,9,6,4,0
T0113,2020-04-08,C2894,Headphones,8.0,86.41580941098921,paypal,completed,2020,4,8,2,0
T0117,2021-03-29,C4411,Tablet,300.0,54.39805739923827,paypal,completed,2021,3,29,0,0
T0122,2021-08-22,C4055,Headphones,603.0,54.39805739923827,paypal,pending,2021,8,22,6,0
T0129,2021-11-14,C1399,La,996.0,54.39805739923827,paypal,completed,2021,11,14,6,0
T0132,2020-08-20,C1736,Laptop,10.0,63.46828347895041,paypal,completed,2020,8,20,3,0
T0133,2021-07-12,C2977,Laptop,137.0,97.98868055300454,creditcard,failed,2021,7,12,0,0
T0136,2024-05-04,C544,Tablet,788.0,54.39805739923827,paypal,completed,2024,5,4,5,0
T0137,2022-08-04,C4112,Headphones,322.0,557.4354116843066,paypal,completed,2022,8,4,3,0
T0143,2022-06-28,C3555,Smartphone,3.0,625.381192727248,creditcard,completed,2022,6,28,1,0
T0144,2020-02-03,C4891,Coffee Machine,8.0,375.97285452626176,paypal,completed,2020,2,3,0,0
T0146,2022-12-14,C3320,Smartphone,8.0,54.39805739923827,paypal,unknown,2022,12,14,2,0
T0152,2023-04-28,C3177,Laptop,8.0,54.39805739923827,paypal,failed,2023,4,28,4,0
T0154,2022-01-13,C3826,Smartphone,3.0,218.2141312027652,paypal,unknown,2022,1,13,3,0
T0155,2020-01-23,C1382,Coffee Machine,6.0,480.0904805246544,paypal,completed,2020,1,23,3,0
T0157,2021-02-01,C2917,Coffee Machine,304.0,863.77,creditcard,pending,2021,2,1,0,0
T17515,2024-11-25,C3287,Smartphone,9.0,850.4985899006939,creditcard,pending,2024,11,25,0,0
T0163,2021-08-11,C666,Smartphone,8.0,455.46,creditcard,unknown,2021,8,11,2,0
T0165,2022-05-30,C316,Coffee Machine,599.0,54.39805739923827,paypal,pending,2022,5,30,0,0
T0167,2021-08-05,C2395,Coffee Machine,547.0,884.3602155938391,creditcard,pending,2021,8,5,3,0
T0175,2020-09-26,C4393,Laptop,505.0,213.46164941734105,cash,completed,2020,9,26,5,0
T0177,2025-01-04,C3662,Tablet,4.0,460.8278566012473,paypal,completed,2025,1,4,5,0
T0179,2021-08-19,C4160,Tablet,622.0,121.8158272059667,cash,completed,2021,8,19,3,0
T0181,2022-05-04,C887,Smartphone,359.0,365.48,creditcard,failed,2022,5,4,2,0
T0182,2021-07-24,C4140,Coffee Machine,916.0,516.1081584281587,creditcard,pending,2021,7,24,5,0
T0185,2024-05-14,C4308,Smartphone,779.0,388.0390415465828,paypal,completed,2024,5,14,1,0
T0187,2024-04-12,C2965,Smartphone,1.0,54.39805739923827,cash,unknown,2024,4,12,4,0
T0188,2023-08-12,C1159,Laptop,2.0,567.5614912317114,creditcard,pending,2023,8,12,5,0
T0189,2022-08-19,C047,Smartphone,10.0,252.64176119515056,paypal,completed,2022,8,19,4,0
T0197,2021-03-08,C4862,Laptop,821.0,54.39805739923827,creditcard,pending,2021,3,8,0,0
T0199,2023-03-11,C3558,Coffee Machine,5.0,54.39805739923827,creditcard,pending,2023,3,11,5,0
T0203,2022-08-28,C4643,Laptop,8.0,54.39805739923827,paypal,completed,2022,8,28,6,0
T0204,2021-02-08,C4690,Headphones,258.0,854.4182002616594,creditcard,unknown,2021,2,8,0,0
T0209,2024-03-13,C1378,C,586.0,54.39805739923827,cash,completed,2024,3,13,2,0
T0210,2022-03-08,C3762,Coffee Machine,8.0,148.63019474593415,creditcard,completed,2022,3,8,1,0
T0220,2023-10-11,C3610,Smartphone,10.0,54.39805739923827,paypal,unknown,2023,10,11,2,0
T0221,2020-03-08,C1613,Coffee Machine,3.0,58.03358928393075,creditcard,failed,2020,3,8,6,0
T0225,2023-04-18,C298,Tablet,10.0,282.0102882048541,paypal,failed,2023,4,18,1,0
T0228,2022-04-03,C1613,Tablet,7.0,54.39805739923827,paypal,completed,2022,4,3,6,0
T0230,2023-06-07,C1387,Hea,8.0,933.2568077416644,paypal,completed,2023,6,7,2,0
T0235,2020-03-31,C4657,Coffee Machine,162.0,54.39805739923827,creditcard,completed,2020,3,31,1,0
T0237,2021-03-23,C3835,Smartphone,8.0,54.39805739923827,cash,unknown,2021,3,23,1,0
T0241,2022-12-09,C2398,Coffee Machine,5.0,643.7099744048677,paypal,failed,2022,12,9,4,0
T0242,2023-12-01,C2286,Coffee Machine,8.0,54.39805739923827,paypal,completed,2023,12,1,4,0
T0245,2021-07-30,C1417,Tablet,7.0,54.39805739923827,cash,failed,2021,7,30,4,0
T0248,2024-07-10,C2496,Head,431.0,242.13,paypal,failed,2024,7,10,2,0
T0251,2023-04-17,C3631,Headphones,212.0,873.7449157057446,creditcard,failed,2023,4,17,0,0
T0252,2022-03-01,C4052,Lapt,2.0,162.84533598386884,creditcard,completed,2022,3,1,1,0
T0253,2024-03-22,C1374,Laptop,9.0,115.6814182877149,cash,completed,2024,3,22,4,0
T0254,2021-11-14,C2859,Coffee Machine,165.0,115.37062226098816,creditcard,completed,2021,11,14,6,0
T0255,2021-01-12,C4435,Lapto,9.0,878.3307368842339,creditcard,failed,2021,1,12,1,0
T0267,2021-01-18,C4543,Coffee Machine,7.0,699.4001442993365,cash,completed,2021,1,18,0,0
T0268,2023-12-01,C2381,Laptop,7.0,617.8889335532153,paypal,failed,2023,12,1,4,0
T0269,2024-08-11,C3990,Coffee Machine,8.0,810.4362003026442,creditcard,completed,2024,8,11,6,0
T0274,2023-02-08,C2934,Coffee Machine,8.0,58.90413474001046,paypal,failed,2023,2,8,2,0
T0278,2020-11-28,C1298,Coffee Machine,319.0,54.39805739923827,paypal,completed,2020,11,28,5,0
T0282,2023-07-19,C1022,Laptop,5.0,54.39805739923827,creditcard,completed,2023,7,19,2,0
T0284,2022-10-04,C1301,Laptop,222.0,698.6577228569703,cash,pending,2022,10,4,1,0
T0294,2023-07-24,C1719,Laptop,3.0,581.8841170252601,creditcard,completed,2023,7,24,0,0
T0299,2020-11-26,C1664,Headphones,3.0,132.95090982621306,creditcard,pending,2020,11,26,3,0
T0302,2020-11-17,C2108,Hea,2.0,54.39805739923827,paypal,completed,2020,11,17,1,0
T0303,2020-12-28,C4785,Smartphone,1.0,631.3593865496682,creditcard,completed,2020,12,28,0,0
T0304,2022-04-12,C1803,Laptop,5.0,140.6198774288747,paypal,completed,2022,4,12,1,0
T0311,2022-06-08,C3494,Coffee Machine,936.0,54.39805739923827,creditcard,failed,2022,6,8,2,0
T0313,2021-06-30,C654,Coffee Machine,4.0,776.0722527306448,cash,failed,2021,6,30,2,0
T0317,2022-09-19,C4635,Smartphone,1.0,983.6168855720676,creditcard,completed,2022,9,19,0,0
T0319,2020-01-14,C3479,Headphones,410.0,424.9231685199768,paypal,completed,2020,1,14,1,0
T0323,2024-11-02,C2361,Headphones,2.0,54.39805739923827,creditcard,pending,2024,11,2,5,0
T0328,2024-10-09,C1878,Headphones,989.0,448.0931012413039,cash,completed,2024,10,9,2,0
T0333,2023-12-29,C2256,Laptop,584.0,760.8401091670196,creditcard,unknown,2023,12,29,4,0
T0337,2023-03-02,C4233,Tablet,118.0,959.1751724156724,cash,completed,2023,3,2,3,0
T0338,2023-04-10,C4411,Coffee Machine,10.0,990.5678038370074,cash,pending,2023,4,10,0,0
T0339,2021-08-03,C3229,Coffee Machine,1.0,369.1381893846831,cash,completed,2021,8,3,1,0
T0346,2023-08-14,C3763,Headphones,8.0,842.95,creditcard,unknown,2023,8,14,0,0
T0348,2023-12-19,C967,Smartphone,8.0,458.30857807803295,paypal,completed,2023,12,19,1,0
T0351,2021-09-03,C3070,Smartphone,3.0,54.39805739923827,creditcard,unknown,2021,9,3,4,0
T0352,2022-10-16,C2080,Table,2.0,822.9978026249265,cash,completed,2022,10,16,6,0
T0355,2021-04-26,C1559,Tablet,5.0,742.8986999123656,paypal,failed,2021,4,26,0,0
T0358,2022-01-26,C215,Headphones,481.0,505.1016560358623,cash,completed,2022,1,26,2,0
T0359,2022-11-29,C3357,Headphones,726.0,243.71280693140812,paypal,pending,2022,11,29,1,0
T0370,2021-09-21,C2351,Headphones,5.0,54.39805739923827,creditcard,completed,2021,9,21,1,0
T0373,2020-02-07,C1963,Coffee Machine,7.0,505.84,creditcard,pending,2020,2,7,4,0
T0374,2023-10-23,C1322,Smartphone,8.0,54.39805739923827,creditcard,completed,2023,10,23,0,0
T0383,2020-09-18,C218,Tablet,3.0,111.88623908989376,paypal,completed,2020,9,18,4,0
T0385,2020-02-06,C1925,Headphones,171.0,355.31375075825906,paypal,unknown,2020,2,6,3,0
T0386,2023-04-13,C3257,Smartphone,10.0,587.7645737338092,paypal,completed,2023,4,13,3,0
T0391,2021-07-09,C343,Laptop,9.0,54.39805739923827,cash,unknown,2021,7,9,4,0
T0394,2023-09-19,C2968,Tablet,266.0,444.1461383852306,paypal,unknown,2023,9,19,1,0
T0395,2020-03-13,C4592,Laptop,223.0,54.39805739923827,cash,completed,2020,3,13,4,0
T0403,2021-12-08,C3011,Headphones,6.0,54.39805739923827,cash,pending,2021,12,8,2,0
T0408,2022-03-08,C2342,Smar,199.0,54.39805739923827,creditcard,completed,2022,3,8,1,0
T0410,2020-12-24,C3413,Coffee Ma,253.0,54.39805739923827,paypal,completed,2020,12,24,3,0
T0411,2021-08-20,C842,Laptop,2.0,398.5156160262819,creditcard,unknown,2021,8,20,4,0
T0421,2023-07-21,C4963,Headphones,4.0,54.39805739923827,cash,pending,2023,7,21,4,0
T0423,2021-12-20,C898,Headphones,4.0,552.0757026363176,creditcard,pending,2021,12,20,0,0
T0426,2024-07-25,C1385,Tablet,8.0,54.39805739923827,paypal,completed,2024,7,25,3,0
T0431,2024-01-10,C1515,Tablet,701.0,877.2554479693767,creditcard,pending,2024,1,10,2,0
T0434,2021-09-14,C4958,Tablet,4.0,830.7487608215996,creditcard,completed,2021,9,14,1,0
T0436,2022-08-24,C573,Headphones,583.0,54.39805739923827,paypal,failed,2022,8,24,2,0
T0441,2021-04-28,C1822,Laptop,598.0,175.65593211106244,creditcard,unknown,2021,4,28,2,0
T0443,2022-09-20,C1659,Coffee Machine,3.0,158.6013602889866,cash,completed,2022,9,20,1,0
T0448,2024-01-12,C4227,Headphone,1.0,828.7889066621897,creditcard,unknown,2024,1,12,4,0
T0449,2024-04-18,C1428,Headphones,908.0,664.3672272948074,creditcard,pending,2024,4,18,3,0
T0458,2020-06-02,C1744,Laptop,8.0,54.39805739923827,cash,completed,2020,6,2,1,0
T0464,2021-06-07,C1343,Headphones,3.0,644.4471848103135,creditcard,unknown,2021,6,7,0,0
T0466,2023-07-27,C2554,Headphones,9.0,641.4939137873032,paypal,unknown,2023,7,27,3,0
T0468,2022-04-02,C2171,Coffee Machine,4.0,632.6464123180596,paypal,completed,2022,4,2,5,0
T0475,2020-08-27,C3914,Tablet,3.0,73.30939822921115,paypal,completed,2020,8,27,3,0
T0478,2024-06-26,C4896,Headphones,178.0,124.31215620910118,cash,completed,2024,6,26,2,0
T0486,2021-01-01,C1245,Laptop,3.0,954.2825882761236,cash,completed,2021,1,1,4,0
T0489,2021-04-02,C1507,Smar,567.0,534.7524182087768,paypal,completed,2021,4,2,4,0
T0497,2020-02-24,C3523,Headphones,3.0,985.7498369236312,paypal,unknown,2020,2,24,0,0
T0500,2020-01-23,C1891,Smartphone,5.0,54.39805739923827,paypal,failed,2020,1,23,3,0
T0508,2021-04-27,C4416,Headphones,578.0,54.39805739923827,creditcard,completed,2021,4,27,1,0
T0521,2020-01-09,C745,Coffee Machine,10.0,145.8264235816955,paypal,unknown,2020,1,9,3,0
T0523,2022-09-08,C063,Coffee Machine,4.0,298.16416488561003,cash,pending,2022,9,8,3,0
T0524,2021-04-09,C2023,Headphones,849.0,500.0003605344676,paypal,completed,2021,4,9,4,0
T0525,2024-09-09,C2309,Smartphone,8.0,104.35615706425232,paypal,failed,2024,9,9,0,0
T0526,2024-12-11,C3889,Coffee Machine,3.0,901.392659384538,paypal,failed,2024,12,11,2,0
T0527,2020-06-11,C4693,Headphones,7.0,111.37130045670392,cash,failed,2020,6,11,3,0
T0531,2022-04-18,C090,Headphones,8.0,54.39805739923827,creditcard,completed,2022,4,18,0,0
T0532,2024-06-21,C979,Smartphone,8.0,163.11752758515232,paypal,unknown,2024,6,21,4,0
T0534,2023-04-18,C2446,Smartph,451.0,318.05,paypal,failed,2023,4,18,1,0
T0536,2023-12-26,C193,Headphones,661.0,496.0210703338801,paypal,unknown,2023,12,26,1,0
T0542,2022-11-09,C2130,Laptop,6.0,500.0137781553335,creditcard,failed,2022,11,9,2,0
T0543,2020-03-13,C3429,Headphones,7.0,100.1938282424832,creditcard,failed,2020,3,13,4,0
T0551,2024-10-20,C1351,Coffee Machine,7.0,677.8996430726346,paypal,completed,2024,10,20,6,0
T0565,2023-11-25,C577,Headphones,777.0,740.8441366976862,paypal,failed,2023,11,25,5,0
T0569,2024-07-24,C4392,Headphones,659.0,54.39805739923827,paypal,completed,2024,7,24,2,0
T0576,2020-10-21,C3653,Laptop,487.0,462.5588493551151,cash,failed,2020,10,21,2,0
T0579,2020-10-11,C4392,Coffee Machine,7.0,54.39805739923827,cash,completed,2020,10,11,6,0
T0581,2023-12-21,C4091,S,3.0,54.39805739923827,creditcard,completed,2023,12,21,3,0
T0587,2020-03-21,C4690,Headphones,5.0,758.22221988884,creditcard,failed,2020,3,21,5,0
T0588,2020-11-03,C584,Tablet,3.0,980.8473934909644,creditcard,completed,2020,11,3,1,0
T0590,2021-07-17,C3832,Smartphone,9.0,54.39805739923827,creditcard,failed,2021,7,17,5,0
T0595,2024-07-25,C913,Headphones,10.0,54.39805739923827,creditcard,completed,2024,7,25,3,0
T0596,2020-05-25,C4981,Smartphone,980.0,930.0379818138474,creditcard,failed,2020,5,25,0,0
T0601,2020-07-24,C4698,Tablet,3.0,436.73177969707297,cash,unknown,2020,7,24,4,0
T0605,2020-12-02,C4548,Tablet,1.0,54.39805739923827,cash,failed,2020,12,2,2,0
T0612,2024-01-21,C4847,Laptop,5.0,54.39805739923827,paypal,completed,2024,1,21,6,0
T0613,2020-01-23,C2647,Smartphone,6.0,54.39805739923827,paypal,completed,2020,1,23,3,0
T0621,2022-11-11,C3537,Headphones,313.0,221.0992079455016,cash,unknown,2022,11,11,4,0
T0622,2023-06-24,C4001,Laptop,6.0,54.39805739923827,paypal,completed,2023,6,24,5,0
T0628,2021-11-08,C3224,Tablet,4.0,967.3999133955474,creditcard,completed,2021,11,8,0,0
T0632,2020-04-13,C1982,Headphones,638.0,362.28591057798576,creditcard,failed,2020,4,13,0,0
T0638,2024-07-19,C3044,Tablet,4.0,464.5194808520282,paypal,completed,2024,7,19,4,0
T0641,2024-07-15,C2354,Laptop,7.0,64.17348443527412,paypal,completed,2024,7,15,0,0
T0642,2020-11-17,C4965,Tablet,1.0,378.9639964747207,creditcard,completed,2020,11,17,1,0
T0643,2021-04-09,C4347,Laptop,4.0,841.2991021061262,cash,failed,2021,4,9,4,0
T37318,2021-05-07,C2292,Laptop,6.0,240.6350067123072,cash,completed,2021,5,7,4,0
T0661,2023-07-22,C3292,Coffee Machine,354.0,54.39805739923827,creditcard,pending,2023,7,22,5,0
T0664,2021-07-12,C124,Smartphone,4.0,67.85859307003622,cash,unknown,2021,7,12,0,0
T0670,2020-03-10,C2551,Laptop,5.0,889.4273239276191,creditcard,unknown,2020,3,10,1,0
T0675,2021-07-28,C2617,Laptop,2.0,235.7304532651376,creditcard,completed,2021,7,28,2,0
T18030,2024-09-28,C018,Laptop,995.0,54.39805739923827,creditcard,unknown,2024,9,28,5,0
T0679,2022-06-07,C1139,Laptop,465.0,658.4590633919295,paypal,completed,2022,6,7,1,0
T0682,2020-09-27,C3166,Headphones,728.0,276.47323416167,cash,unknown,2020,9,27,6,0
T0688,2021-12-21,C2605,Headphones,10.0,164.9825050253434,creditcard,failed,2021,12,21,1,0
T0689,2021-05-16,C2384,Coffee Machine,9.0,382.75398868940135,cash,failed,2021,5,16,6,0
T0691,2021-10-08,C1483,Headphones,5.0,900.7538505528112,cash,completed,2021,10,8,4,0
T0694,2024-11-22,C3375,Smartphone,3.0,54.39805739923827,cash,failed,2024,11,22,4,0
T0695,2023-03-10,C028,Headphones,6.0,316.1837590334354,paypal,pending,2023,3,10,4,0
T0698,2022-01-23,C1771,Tablet,169.0,320.65371324440616,creditcard,completed,2022,1,23,6,0
T0701,2022-12-04,C1296,Headphones,5.0,200.8413516330084,paypal,completed,2022,12,4,6,0
T0708,2023-10-10,C919,Tablet,163.0,119.55153877012434,cash,completed,2023,10,10,1,0
T0713,2022-01-20,C675,Hea,8.0,808.57,paypal,completed,2022,1,20,3,0
T0721,2023-10-14,C1241,Tablet,10.0,54.39805739923827,paypal,completed,2023,10,14,5,0
T0727,2024-07-12,C396,Headph,1.0,54.39805739923827,creditcard,unknown,2024,7,12,4,0
T0728,2022-02-10,C718,Coffee Mach,3.0,54.39805739923827,paypal,completed,2022,2,10,3,0
T0730,2023-05-13,C2468,Tablet,10.0,54.39805739923827,paypal,completed,2023,5,13,5,0
T0734,2022-03-03,C3468,Tablet,803.0,452.1328395920808,creditcard,completed,2022,3,3,3,0
T0735,2024-12-15,C4246,Coffee Machine,8.0,350.6419957708754,creditcard,completed,2024,12,15,6,0
T0736,2024-09-21,C791,Tablet,8.0,484.222173563398,creditcard,failed,2024,9,21,5,0
T0738,2020-05-13,C2824,Laptop,4.0,348.3648163446102,paypal,completed,2020,5,13,2,0
T0744,2020-05-01,C219,Tablet,9.0,50.69536203723658,creditcard,completed,2020,5,1,4,0
T0745,2022-02-06,C4787,L,917.0,54.39805739923827,paypal,pending,2022,2,6,6,0
T0747,2020-01-22,C4819,Smartphone,6.0,580.581683468913,paypal,completed,2020,1,22,2,0
T0749,2023-11-03,C3051,Coffee Machine,1.0,532.7818237284533,creditcard,pending,2023,11,3,4,0
T0753,2024-03-16,C1843,Smartphone,8.0,121.93488327330522,cash,unknown,2024,3,16,5,0
T0763,2021-03-20,C2880,Headphones,3.0,626.0,cash,completed,2021,3,20,5,0
T0767,2021-03-06,C3584,Headphones,6.0,666.0085284023678,paypal,pending,2021,3,6,5,0
T0773,2021-01-02,C2637,Tablet,6.0,54.39805739923827,creditcard,unknown,2021,1,2,5,0
T0778,2021-01-15,C1794,Tablet,10.0,365.7322554809473,creditcard,pending,2021,1,15,4,0
T0780,2023-01-09,C3617,Headphones,7.0,677.8973457876896,paypal,failed,2023,1,9,0,0
T0781,2022-03-03,C3082,Tablet,8.0,54.39805739923827,paypal,failed,2022,3,3,3,0
T0788,2021-01-16,C4735,Tablet,831.0,261.025395989305,cash,failed,2021,1,16,5,0
T0798,2022-02-08,C4215,Coffee Machine,3.0,528.7733841586569,creditcard,failed,2022,2,8,1,0
T0804,2024-03-29,C2952,Smartphone,7.0,54.39805739923827,creditcard,pending,2024,3,29,4,0
T0806,2023-05-18,C4569,Coffee Machine,3.0,54.39805739923827,paypal,completed,2023,5,18,3,0
T0807,2023-02-10,C3438,Headphones,10.0,188.12352674114845,cash,unknown,2023,2,10,4,0
T0809,2024-06-17,C092,Laptop,279.0,456.2399541228617,cash,pending,2024,6,17,0,0
T0814,2021-12-11,C745,Headphones,8.0,54.39805739923827,paypal,completed,2021,12,11,5,0
T0815,2021-09-03,C2164,Tablet,407.0,385.5678723843472,cash,completed,2021,9,3,4,0
T0825,2022-06-05,C2309,Coffee Machine,8.0,785.0729814492072,creditcard,unknown,2022,6,5,6,0
T0827,2022-07-16,C3020,Laptop,558.0,54.39805739923827,cash,failed,2022,7,16,5,0
T0830,2022-10-19,C4692,Coffee Machine,5.0,552.6956150167373,cash,unknown,2022,10,19,2,0
T0831,2021-09-19,C234,Tablet,711.0,54.39805739923827,paypal,unknown,2021,9,19,6,0
T0834,2023-03-18,C3015,Tablet,2.0,637.5026061371781,creditcard,completed,2023,3,18,5,0
T0838,2024-05-03,C3095,Coffee Mac,6.0,291.6173331436819,cash,completed,2024,5,3,4,0
T0839,2024-02-22,C205,Smartphone,368.0,305.0921948967844,creditcard,failed,2024,2,22,3,0
T0842,2020-08-24,C3805,Coffee Machine,108.0,962.5145461164354,creditcard,completed,2020,8,24,0,0
T0861,2021-04-15,C4903,T,6.0,54.39805739923827,paypal,pending,2021,4,15,3,0
T0864,2020-12-28,C3641,Smartphone,10.0,115.38015809453157,paypal,pending,2020,12,28,0,0
T0867,2024-11-09,C3206,Smartphone,536.0,890.64,paypal,completed,2024,11,9,5,0
T0870,2022-08-04,C1895,Tablet,558.0,54.39805739923827,creditcard,completed,2022,8,4,3,0
T0876,2020-05-13,C1034,Headphones,261.0,332.3202556776406,paypal,completed,2020,5,13,2,0
T0878,2024-09-27,C4449,Tablet,5.0,948.8816063349858,paypal,failed,2024,9,27,4,0
T0879,2024-12-12,C1064,Tablet,901.0,54.39805739923827,paypal,failed,2024,12,12,3,0
T0883,2024-08-11,C4474,Smartphone,2.0,54.39805739923827,creditcard,completed,2024,8,11,6,0
T0884,2024-08-24,C2042,Headphones,2.0,54.39805739923827,paypal,completed,2024,8,24,5,0
T0886,2022-01-27,C4872,Tablet,1.0,924.659632181763,paypal,completed,2022,1,27,3,0
T0887,2022-02-13,C971,Tablet,447.0,819.4299685366303,paypal,completed,2022,2,13,6,0
T0889,2023-07-27,C3024,Smartphone,5.0,784.021476433943,creditcard,completed,2023,7,27,3,0
T0892,2023-10-07,C1702,Tablet,850.0,748.8996734892544,cash,unknown,2023,10,7,5,0
T0893,2020-07-19,C4227,Coffee Machine,773.0,54.39805739923827,creditcard,completed,2020,7,19,6,0
T0896,2024-07-19,C2603,Tablet,177.0,54.39805739923827,creditcard,pending,2024,7,19,4,0
T0897,2021-12-10,C314,Headphones,659.0,54.39805739923827,paypal,pending,2021,12,10,4,0
T0900,2023-12-16,C1964,Headphones,2.0,647.8816749780428,cash,completed,2023,12,16,5,0
T0905,2023-03-04,C1301,Smartphone,960.0,54.39805739923827,cash,failed,2023,3,4,5,0
T0906,2021-03-16,C2881,Laptop,2.0,54.39805739923827,cash,failed,2021,3,16,1,0
T0909,2023-04-13,C2257,Coffee Machine,10.0,296.39987538825415,creditcard,failed,2023,4,13,3,0
T0910,2020-02-07,C2757,Headphones,2.0,54.39805739923827,creditcard,unknown,2020,2,7,4,0
T0911,2023-12-23,C4610,Headphones,4.0,494.0526186201254,creditcard,pending,2023,12,23,5,0
T0915,2024-04-22,C2333,Laptop,741.0,829.979718558152,creditcard,unknown,2024,4,22,0,0
T0916,2024-09-28,C4449,Co,9.0,54.39805739923827,paypal,completed,2024,9,28,5,0
T0919,2024-08-05,C4978,Smartphone,7.0,115.48299928701152,paypal,unknown,2024,8,5,0,0
T0922,2024-09-09,C4518,Tablet,7.0,54.39805739923827,creditcard,completed,2024,9,9,0,0
T0923,2020-09-22,C2065,Smartphone,5.0,838.469347414304,creditcard,completed,2020,9,22,1,0
T0924,2025-01-29,C127,Headphones,389.0,335.3975346648843,creditcard,completed,2025,1,29,2,0
T0925,2022-07-15,C4359,Tablet,10.0,54.39805739923827,paypal,completed,2022,7,15,4,0
T0928,2022-11-18,C4418,Coffee Machine,5.0,369.7065020325148,creditcard,pending,2022,11,18,4,0
T0930,2020-11-14,C3596,Table,6.0,806.24,creditcard,completed,2020,11,14,5,0
T0932,2023-04-16,C4811,Smartphone,1.0,54.39805739923827,paypal,pending,2023,4,16,6,0
T0935,2022-04-20,C1227,Tablet,4.0,54.39805739923827,creditcard,failed,2022,4,20,2,0
T0937,2023-05-24,C1466,Tablet,8.0,54.39805739923827,creditcard,failed,2023,5,24,2,0
T0942,2024-04-17,C4180,Laptop,602.0,54.39805739923827,paypal,unknown,2024,4,17,2,0
T0947,2022-09-10,C2432,Headphones,270.0,54.39805739923827,cash,completed,2022,9,10,5,0
T0954,2022-06-03,C1930,Laptop,866.0,421.5137794243248,creditcard,completed,2022,6,3,4,0
T0967,2024-01-24,C4258,Tablet,10.0,54.39805739923827,cash,pending,2024,1,24,2,0
T0969,2022-07-12,C200,Smartphone,8.0,992.1565654449236,paypal,completed,2022,7,12,1,0
T0976,2024-09-30,C3523,Coffee Machine,3.0,54.39805739923827,paypal,completed,2024,9,30,0,0
T0979,2022-08-25,C465,Headphones,6.0,584.1879236356881,paypal,completed,2022,8,25,3,0
