week_num,country,model,prompt_category,conversation_count,avg_quality_score,drop_off_rate
14,Romania,gpt-4,other,6,4.1033333333333335,16.67
14,Russia,gpt-3.5-turbo,coding and technical,1,5.63,0.0
14,Russia,gpt-3.5-turbo,factual question answering,1,3.99,0.0
14,Russia,gpt-3.5-turbo,other,94,3.5527659574468085,44.68
14,Russia,gpt-4,other,81,4.871851851851852,58.02
14,Saudi Arabia,gpt-3.5-turbo,other,3,6.19,33.33
14,Saudi Arabia,gpt-4,other,4,4.61,75.0
14,Serbia,gpt-4,other,2,2.6999999999999997,100.0
14,Singapore,gpt-3.5-turbo,other,6,2.3783333333333334,50.0
14,Singapore,gpt-4,other,9,4.8244444444444445,55.56
14,Slovenia,gpt-4,other,2,7.4,50.0
14,South Africa,gpt-3.5-turbo,other,1,7.4,0.0
14,South Korea,gpt-3.5-turbo,other,30,4.023333333333333,13.33
14,South Korea,gpt-4,other,4,1.41,100.0
14,Spain,gpt-3.5-turbo,other,1,6.92,100.0
14,Spain,gpt-4,factual question answering,1,7.65,0.0
14,Spain,gpt-4,other,24,5.355416666666667,62.5
14,Sweden,gpt-3.5-turbo,factual question answering,1,5.47,0.0
14,Sweden,gpt-3.5-turbo,other,1,5.78,100.0
14,Sweden,gpt-4,other,1,1.26,100.0
14,Switzerland,gpt-4,other,2,3.4699999999999998,50.0
14,Taiwan,gpt-3.5-turbo,factual question answering,1,4.38,0.0
14,Taiwan,gpt-3.5-turbo,other,21,2.9547619047619045,38.1
14,Taiwan,gpt-4,other,2,2.27,50.0
14,Tanzania,gpt-3.5-turbo,other,3,3.7533333333333334,66.67
14,Thailand,gpt-4,other,2,3.16,50.0
14,The Netherlands,gpt-3.5-turbo,creative writing,1,4.95,0.0
14,The Netherlands,gpt-3.5-turbo,other,10,6.179,50.0
14,The Netherlands,gpt-4,other,19,4.764736842105263,68.42
14,Tunisia,gpt-4,other,1,5.22,100.0
14,Türkiye,gpt-3.5-turbo,other,24,4.5841666666666665,25.0
14,Türkiye,gpt-4,creative writing,1,7.45,100.0
14,Türkiye,gpt-4,other,21,4.845238095238095,80.95
14,Ukraine,gpt-4,other,7,5.088571428571428,85.71
14,United Arab Emirates,gpt-3.5-turbo,other,8,3.5100000000000002,50.0
14,United Arab Emirates,gpt-4,other,1,6.93,0.0
14,United Kingdom,gpt-3.5-turbo,factual question answering,3,7.34,33.33
14,United Kingdom,gpt-3.5-turbo,other,31,5.299032258064517,22.58
14,United Kingdom,gpt-4,other,16,5.843125000000001,50.0
14,United States,gpt-3.5-turbo,coding and technical,2,6.105,0.0
14,United States,gpt-3.5-turbo,factual question answering,2,5.975,0.0
14,United States,gpt-3.5-turbo,other,95,3.3737894736842104,48.42
14,United States,gpt-4,coding and technical,2,8.11,0.0
14,United States,gpt-4,creative writing,1,3.09,0.0
14,United States,gpt-4,factual question answering,6,5.951666666666667,16.67
14,United States,gpt-4,other,139,5.008561151079137,53.24
14,Uruguay,gpt-4,factual question answering,2,6.055,0.0
14,Uruguay,gpt-4,other,2,8.765,0.0
14,Venezuela,gpt-3.5-turbo,other,1,3.16,0.0
14,Venezuela,gpt-4,other,11,7.96,27.27
14,Vietnam,gpt-3.5-turbo,other,9,4.341111111111111,22.22
15,Algeria,gpt-3.5-turbo,factual question answering,1,6.14,0.0
15,Algeria,gpt-3.5-turbo,other,1,5.39,0.0
15,Algeria,gpt-4,other,8,4.8100000000000005,62.5
15,Argentina,gpt-3.5-turbo,coding and technical,2,6.125,0.0
15,Argentina,gpt-3.5-turbo,other,17,5.81,5.88
15,Argentina,gpt-4,factual question answering,1,7.85,0.0
15,Argentina,gpt-4,other,43,6.454418604651163,32.56
15,Australia,gpt-3.5-turbo,factual question answering,2,4.46,0.0
15,Australia,gpt-3.5-turbo,other,30,4.836333333333333,40.0
15,Australia,gpt-4,factual question answering,1,7.03,100.0
15,Australia,gpt-4,other,29,6.222068965517241,37.93
15,Austria,gpt-3.5-turbo,other,7,6.1085714285714285,0.0
15,Austria,gpt-4,other,6,5.596666666666667,50.0
15,Azerbaijan,gpt-3.5-turbo,other,8,3.9875000000000003,87.5
15,Azerbaijan,gpt-4,other,3,5.913333333333334,66.67
15,Bahrain,gpt-3.5-turbo,factual question answering,1,5.76,0.0
15,Belarus,gpt-3.5-turbo,coding and technical,1,7.41,0.0
15,Belarus,gpt-3.5-turbo,creative writing,2,4.07,0.0
15,Belarus,gpt-3.5-turbo,other,144,4.372708333333333,59.03
15,Belarus,gpt-4,other,11,5.275454545454545,45.45
15,Belgium,gpt-3.5-turbo,coding and technical,4,7.155,0.0
15,Belgium,gpt-3.5-turbo,factual question answering,1,4.54,0.0
15,Belgium,gpt-3.5-turbo,other,30,5.529,6.67
15,Belgium,gpt-4,other,5,7.544,0.0
15,Benin,gpt-3.5-turbo,other,1,6.93,100.0
15,Benin,gpt-4,other,1,1.84,100.0
15,Bolivia,gpt-3.5-turbo,other,1,4.59,0.0
15,Bolivia,gpt-4,other,1,6.05,100.0
15,Bosnia and Herzegovina,gpt-4,factual question answering,1,8.28,0.0
15,Brazil,gpt-3.5-turbo,factual question answering,1,4.72,0.0
15,Brazil,gpt-3.5-turbo,other,78,4.820384615384616,26.92
15,Brazil,gpt-4,factual question answering,1,7.74,0.0
15,Brazil,gpt-4,other,57,5.088245614035087,64.91
15,Bulgaria,gpt-3.5-turbo,other,2,3.225,50.0
15,Bulgaria,gpt-4,other,1,5.15,100.0
15,Cabo Verde,gpt-4,other,2,7.23,0.0
15,Canada,gpt-3.5-turbo,coding and technical,3,4.59,0.0
15,Canada,gpt-3.5-turbo,emotional support,1,3.82,0.0
15,Canada,gpt-3.5-turbo,factual question answering,7,4.4399999999999995,42.86
15,Canada,gpt-3.5-turbo,other,181,5.238895027624309,52.49
15,Canada,gpt-4,creative writing,3,7.3066666666666675,33.33
15,Canada,gpt-4,factual question answering,7,6.62,57.14
15,Canada,gpt-4,other,233,6.050772532188841,63.95
15,Chile,gpt-3.5-turbo,coding and technical,1,7.82,0.0
15,Chile,gpt-3.5-turbo,other,3,4.583333333333333,33.33
15,Chile,gpt-4,other,6,5.898333333333333,66.67
15,China,gpt-3.5-turbo,coding and technical,6,3.731666666666667,16.67
15,China,gpt-3.5-turbo,factual question answering,8,4.525,25.0
15,China,gpt-3.5-turbo,harmful or policy violating,1,4.15,0.0
15,China,gpt-3.5-turbo,other,2466,2.898645579886456,33.5
15,China,gpt-4,creative writing,1,2.4,0.0
15,China,gpt-4,factual question answering,1,6.51,0.0
15,China,gpt-4,other,752,2.457938829787234,58.11
15,Colombia,gpt-3.5-turbo,other,3,6.656666666666666,33.33
15,Colombia,gpt-4,other,2,2.975,50.0
15,Costa Rica,gpt-3.5-turbo,other,1,3.11,100.0
15,Croatia,gpt-3.5-turbo,other,12,6.736666666666667,8.33
15,Croatia,gpt-4,other,5,4.418,60.0
15,Czechia,gpt-3.5-turbo,factual question answering,1,6.99,0.0
15,Czechia,gpt-3.5-turbo,other,8,6.69875,25.0
15,Czechia,gpt-4,other,5,5.894,60.0
15,Denmark,gpt-3.5-turbo,coding and technical,1,5.65,0.0
15,Denmark,gpt-3.5-turbo,creative writing,1,7.55,0.0
15,Denmark,gpt-3.5-turbo,factual question answering,3,7.153333333333333,0.0
15,Denmark,gpt-3.5-turbo,other,41,4.795365853658537,19.51
15,Denmark,gpt-4,coding and technical,1,7.01,0.0
15,Denmark,gpt-4,other,20,6.498,35.0
15,Dominican Republic,gpt-3.5-turbo,other,1,6.16,0.0
15,Ecuador,gpt-3.5-turbo,other,1,5.58,0.0
15,Ecuador,gpt-4,other,1,6.21,0.0
15,Egypt,gpt-3.5-turbo,creative writing,1,6.13,0.0
15,Egypt,gpt-3.5-turbo,factual question answering,1,5.84,0.0
15,Egypt,gpt-3.5-turbo,other,79,5.214303797468355,27.85
15,Egypt,gpt-4,coding and technical,2,3.1050000000000004,100.0
15,Egypt,gpt-4,other,47,5.48872340425532,65.96
15,Estonia,gpt-3.5-turbo,coding and technical,1,5.19,0.0
15,Estonia,gpt-3.5-turbo,factual question answering,2,2.76,50.0
15,Estonia,gpt-3.5-turbo,other,108,3.8094444444444444,42.59
15,Estonia,gpt-4,other,18,4.373888888888889,66.67
15,Ethiopia,gpt-3.5-turbo,other,1,7.42,0.0
15,Ethiopia,gpt-4,other,1,3.11,0.0
15,Finland,gpt-3.5-turbo,other,8,4.8475,12.5
15,Finland,gpt-4,other,17,5.208823529411765,82.35
15,France,gpt-3.5-turbo,coding and technical,3,6.31,0.0
15,France,gpt-3.5-turbo,factual question answering,1,6.32,0.0
15,France,gpt-3.5-turbo,other,195,5.051897435897436,33.33
15,France,gpt-4,coding and technical,4,6.415,75.0
15,France,gpt-4,factual question answering,2,5.845,0.0
15,France,gpt-4,other,256,5.5795703125,58.59
15,Gabon,gpt-3.5-turbo,other,1,4.93,0.0
15,Georgia,gpt-3.5-turbo,other,1,2.7,0.0
15,Georgia,gpt-4,other,2,6.375,0.0
15,Germany,gpt-3.5-turbo,coding and technical,1,5.07,0.0
15,Germany,gpt-3.5-turbo,factual question answering,4,5.745,0.0
15,Germany,gpt-3.5-turbo,other,143,5.103636363636364,35.66
15,Germany,gpt-4,coding and technical,1,1.26,100.0
15,Germany,gpt-4,creative writing,1,4.95,0.0
15,Germany,gpt-4,factual question answering,2,7.220000000000001,100.0
15,Germany,gpt-4,other,194,6.253350515463918,70.62
15,Ghana,gpt-3.5-turbo,other,1,9.38,0.0
15,Ghana,gpt-4,other,2,7.04,50.0
15,Greece,gpt-3.5-turbo,other,6,3.7900000000000005,33.33
15,Greece,gpt-4,other,12,6.031666666666666,91.67
15,Guatemala,gpt-3.5-turbo,coding and technical,2,7.1850000000000005,0.0
15,Guatemala,gpt-3.5-turbo,other,13,5.670000000000001,0.0
15,Hong Kong,gpt-3.5-turbo,coding and technical,2,3.775,50.0
15,Hong Kong,gpt-3.5-turbo,creative writing,1,1.15,100.0
15,Hong Kong,gpt-3.5-turbo,factual question answering,3,6.916666666666667,0.0
15,Hong Kong,gpt-3.5-turbo,other,316,3.4636708860759495,25.95
15,Hong Kong,gpt-3.5-turbo,roleplay or persona,2,5.109999999999999,0.0
15,Hong Kong,gpt-4,coding and technical,1,8.12,0.0
15,Hong Kong,gpt-4,factual question answering,2,8.335,0.0
15,Hong Kong,gpt-4,other,85,2.454,62.35
15,Hungary,gpt-3.5-turbo,other,1,5.38,0.0
15,Hungary,gpt-4,creative writing,1,8.98,0.0
15,Hungary,gpt-4,other,5,3.5060000000000002,40.0
15,India,gpt-3.5-turbo,coding and technical,4,6.0475,0.0
15,India,gpt-3.5-turbo,factual question answering,4,5.97,25.0
15,India,gpt-3.5-turbo,other,136,5.298602941176471,24.26
15,India,gpt-4,coding and technical,2,7.61,0.0
15,India,gpt-4,creative writing,3,8.24,33.33
15,India,gpt-4,other,173,6.269017341040462,43.35
15,Indonesia,gpt-3.5-turbo,creative writing,1,2.84,0.0
15,Indonesia,gpt-3.5-turbo,factual question answering,1,4.54,100.0
15,Indonesia,gpt-3.5-turbo,other,53,3.4443396226415097,41.51
15,Indonesia,gpt-4,coding and technical,3,7.183333333333334,0.0
15,Indonesia,gpt-4,other,57,5.5017543859649125,56.14
15,Iran,gpt-3.5-turbo,other,59,4.239661016949152,49.15
15,Iran,gpt-4,factual question answering,1,8.28,0.0
15,Iran,gpt-4,other,29,6.061379310344828,68.97
15,Iraq,gpt-4,other,11,6.533636363636364,54.55
15,Ireland,gpt-3.5-turbo,other,6,3.9616666666666664,16.67
15,Ireland,gpt-4,other,1,1.92,0.0
15,Israel,gpt-3.5-turbo,other,8,6.07,50.0
15,Israel,gpt-4,coding and technical,2,7.34,100.0
15,Israel,gpt-4,emotional support,1,8.18,0.0
15,Israel,gpt-4,factual question answering,2,8.815,0.0
15,Israel,gpt-4,other,83,7.345421686746987,68.67
15,Italy,gpt-3.5-turbo,factual question answering,1,3.89,0.0
15,Italy,gpt-3.5-turbo,other,229,4.584497816593886,40.61
15,Italy,gpt-4,factual question answering,1,7.59,100.0
15,Italy,gpt-4,other,101,5.849900990099011,72.28
15,Japan,gpt-3.5-turbo,creative writing,1,3.92,0.0
15,Japan,gpt-3.5-turbo,factual question answering,2,4.745,50.0
15,Japan,gpt-3.5-turbo,other,89,2.937415730337079,40.45
15,Japan,gpt-4,coding and technical,2,5.85,0.0
15,Japan,gpt-4,creative writing,1,7.3,100.0
15,Japan,gpt-4,factual question answering,5,6.390000000000001,0.0
15,Japan,gpt-4,other,124,4.854838709677419,44.35
15,Jordan,gpt-4,other,1,6.79,100.0
15,Kazakhstan,gpt-3.5-turbo,coding and technical,1,4.25,0.0
15,Kazakhstan,gpt-3.5-turbo,factual question answering,1,4.99,0.0
15,Kazakhstan,gpt-3.5-turbo,other,26,4.993461538461539,11.54
15,Kazakhstan,gpt-4,other,11,4.006363636363637,54.55
15,Kenya,gpt-3.5-turbo,other,1,7.68,0.0
15,Kenya,gpt-4,factual question answering,1,4.93,100.0
15,Kenya,gpt-4,other,6,7.036666666666666,66.67
15,Kosovo,gpt-3.5-turbo,other,4,5.6,25.0
15,Kosovo,gpt-4,other,1,6.59,100.0
15,Kyrgyzstan,gpt-3.5-turbo,other,1,2.29,0.0
15,Laos,gpt-3.5-turbo,other,2,4.23,50.0
15,Latvia,gpt-3.5-turbo,creative writing,1,8.18,0.0
15,Latvia,gpt-3.5-turbo,other,2,6.83,0.0
15,Latvia,gpt-4,other,2,6.285,50.0
15,Lebanon,gpt-3.5-turbo,other,1,3.33,0.0
15,Lebanon,gpt-4,other,1,5.02,0.0
15,Lithuania,gpt-3.5-turbo,other,3,2.4933333333333336,66.67
15,Lithuania,gpt-4,factual question answering,1,2.89,0.0
15,Lithuania,gpt-4,other,15,5.355333333333333,53.33
15,Luxembourg,gpt-3.5-turbo,other,5,4.798,60.0
15,Luxembourg,gpt-4,other,1,7.33,100.0
15,Macao,gpt-3.5-turbo,other,27,3.697037037037037,14.81
15,Macao,gpt-4,other,3,1.71,33.33
15,Madagascar,gpt-3.5-turbo,other,3,5.596666666666667,33.33
15,Malaysia,gpt-3.5-turbo,other,25,4.6284,32.0
15,Malaysia,gpt-4,other,37,3.197837837837838,59.46
15,Maldives,gpt-3.5-turbo,factual question answering,1,6.87,0.0
15,Malta,gpt-4,factual question answering,1,7.74,0.0
15,Malta,gpt-4,other,13,6.430000000000001,38.46
15,Mauritius,gpt-4,other,8,8.3275,25.0
15,Mexico,gpt-3.5-turbo,factual question answering,1,4.68,0.0
15,Mexico,gpt-3.5-turbo,other,61,3.4863934426229513,50.82
15,Mexico,gpt-4,other,17,4.128235294117648,82.35
15,Moldova,gpt-3.5-turbo,coding and technical,1,4.26,0.0
15,Moldova,gpt-3.5-turbo,other,19,4.5268421052631584,47.37
15,Moldova,gpt-4,coding and technical,1,7.23,100.0
15,Moldova,gpt-4,factual question answering,1,7.45,0.0
15,Moldova,gpt-4,other,34,6.178529411764706,70.59
15,Morocco,gpt-3.5-turbo,coding and technical,1,4.31,0.0
15,Morocco,gpt-3.5-turbo,emotional support,1,6.17,0.0
15,Morocco,gpt-3.5-turbo,factual question answering,1,5.85,0.0
15,Morocco,gpt-3.5-turbo,other,119,3.7602521008403365,65.55
15,Morocco,gpt-3.5-turbo,roleplay or persona,1,3.7,0.0
15,Morocco,gpt-4,factual question answering,2,7.029999999999999,50.0
15,Morocco,gpt-4,other,110,3.457818181818182,78.18
15,Myanmar,gpt-4,other,4,6.7425,50.0
15,Nepal,gpt-4,factual question answering,1,6.82,100.0
15,Nepal,gpt-4,other,5,8.11,60.0
15,New Zealand,gpt-3.5-turbo,coding and technical,2,6.8,0.0
15,New Zealand,gpt-3.5-turbo,creative writing,3,7.419999999999999,33.33
15,New Zealand,gpt-3.5-turbo,factual question answering,6,5.669999999999999,33.33
15,New Zealand,gpt-3.5-turbo,other,147,5.17,53.06
15,New Zealand,gpt-4,coding and technical,1,7.01,0.0
15,New Zealand,gpt-4,creative writing,1,6.8,100.0
15,New Zealand,gpt-4,factual question answering,4,7.065,25.0
15,New Zealand,gpt-4,other,124,6.330161290322581,59.68
15,Nigeria,gpt-3.5-turbo,factual question answering,1,7.13,0.0
15,Nigeria,gpt-3.5-turbo,other,14,6.557857142857143,21.43
15,Nigeria,gpt-4,creative writing,2,7.41,100.0
15,Nigeria,gpt-4,factual question answering,2,7.97,50.0
15,Nigeria,gpt-4,other,67,7.379402985074627,85.07
15,North Macedonia,gpt-3.5-turbo,other,1,4.33,0.0
15,North Macedonia,gpt-4,other,1,6.01,100.0
15,Norway,gpt-3.5-turbo,other,4,6.2725,0.0
15,Norway,gpt-4,other,7,7.078571428571428,28.57
15,Oman,gpt-3.5-turbo,factual question answering,1,6.09,0.0
15,Oman,gpt-4,other,1,4.12,0.0
15,Pakistan,gpt-3.5-turbo,coding and technical,2,7.91,0.0
15,Pakistan,gpt-3.5-turbo,creative writing,1,8.21,0.0
15,Pakistan,gpt-3.5-turbo,other,11,5.608181818181818,63.64
15,Pakistan,gpt-4,other,31,6.273870967741936,77.42
15,Palestine,gpt-4,other,1,3.82,0.0
15,Papua New Guinea,gpt-3.5-turbo,other,1,7.11,100.0
15,Peru,gpt-3.5-turbo,other,1,3.02,0.0
15,Philippines,gpt-3.5-turbo,factual question answering,3,5.886666666666667,0.0
15,Philippines,gpt-3.5-turbo,harmful or policy violating,1,4.46,0.0
15,Philippines,gpt-3.5-turbo,other,89,5.103483146067416,35.96
15,Philippines,gpt-4,factual question answering,3,7.216666666666666,33.33
15,Philippines,gpt-4,other,68,6.288382352941177,36.76
15,Poland,gpt-3.5-turbo,other,18,5.5905555555555555,44.44
15,Poland,gpt-4,factual question answering,1,7.44,100.0
15,Poland,gpt-4,other,27,5.608518518518519,55.56
15,Portugal,gpt-3.5-turbo,other,2,3.205,50.0
15,Portugal,gpt-4,coding and technical,1,5.78,0.0
15,Portugal,gpt-4,factual question answering,1,9.11,0.0
15,Portugal,gpt-4,other,17,5.982352941176471,41.18
15,Qatar,gpt-3.5-turbo,other,1,1.4,100.0
15,Romania,gpt-3.5-turbo,creative writing,1,7.51,0.0
15,Romania,gpt-3.5-turbo,factual question answering,6,7.763333333333333,16.67
15,Romania,gpt-3.5-turbo,other,77,6.519740259740259,15.58
15,Romania,gpt-4,other,6,4.175,66.67
15,Russia,gpt-3.5-turbo,coding and technical,9,5.348888888888889,44.44
15,Russia,gpt-3.5-turbo,creative writing,1,9.15,0.0
15,Russia,gpt-3.5-turbo,factual question answering,8,6.29875,37.5
15,Russia,gpt-3.5-turbo,other,959,4.413420229405631,48.38
15,Russia,gpt-4,coding and technical,1,8.83,0.0
15,Russia,gpt-4,factual question answering,7,7.247142857142857,57.14
15,Russia,gpt-4,other,452,5.579424778761062,63.05
15,Rwanda,gpt-3.5-turbo,other,3,4.35,33.33
15,Saudi Arabia,gpt-3.5-turbo,factual question answering,3,4.763333333333333,0.0
15,Saudi Arabia,gpt-3.5-turbo,other,16,4.58375,31.25
15,Saudi Arabia,gpt-4,other,8,5.3237499999999995,37.5
15,Serbia,gpt-3.5-turbo,other,7,4.938571428571429,57.14
15,Serbia,gpt-4,other,8,6.72375,37.5
15,Singapore,gpt-3.5-turbo,factual question answering,1,4.26,0.0
15,Singapore,gpt-3.5-turbo,other,171,3.136608187134503,28.65
15,Singapore,gpt-4,coding and technical,1,3.55,100.0
15,Singapore,gpt-4,factual question answering,3,6.7299999999999995,33.33
15,Singapore,gpt-4,other,81,5.380000000000001,55.56
15,Slovakia,gpt-3.5-turbo,other,3,3.6466666666666665,66.67
15,Slovakia,gpt-4,other,5,4.43,40.0
15,Slovenia,gpt-3.5-turbo,other,1,1.96,100.0
15,Slovenia,gpt-4,other,1,6.49,100.0
15,South Africa,gpt-3.5-turbo,other,5,3.6380000000000003,0.0
15,South Africa,gpt-4,other,3,3.99,33.33
15,South Korea,gpt-3.5-turbo,other,56,3.7817857142857143,30.36
15,South Korea,gpt-4,other,20,5.121,45.0
15,Spain,gpt-3.5-turbo,creative writing,1,5.89,0.0
15,Spain,gpt-3.5-turbo,other,85,4.790117647058824,48.24
15,Spain,gpt-4,coding and technical,3,6.919999999999999,66.67
15,Spain,gpt-4,creative writing,2,6.08,50.0
15,Spain,gpt-4,factual question answering,5,5.618,80.0
15,Spain,gpt-4,other,161,5.794223602484472,71.43
15,Spain,gpt-4,roleplay or persona,1,1.8,100.0
15,Sri Lanka,gpt-3.5-turbo,other,4,3.5,50.0
15,Sweden,gpt-3.5-turbo,coding and technical,1,7.06,0.0
15,Sweden,gpt-3.5-turbo,factual question answering,1,2.96,0.0
15,Sweden,gpt-3.5-turbo,other,12,4.6425,33.33
15,Sweden,gpt-4,other,8,4.1775,75.0
15,Sweden,gpt-4,roleplay or persona,1,9.29,0.0
15,Switzerland,gpt-3.5-turbo,other,13,4.423846153846154,7.69
15,Switzerland,gpt-4,other,31,5.563548387096774,25.81
15,Taiwan,gpt-3.5-turbo,other,42,3.0938095238095236,21.43
15,Taiwan,gpt-4,factual question answering,1,6.79,0.0
15,Taiwan,gpt-4,other,20,3.1705,55.0
15,Tanzania,gpt-3.5-turbo,other,10,4.322,0.0
15,Thailand,gpt-3.5-turbo,other,3,7.830000000000001,0.0
